               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10532,            0.016424,                   0,            0.019293,            0.043796,           0.0077045,           0.0013928,            0.065967,              0.0135,                   0,             0.00024,             0.00024,             0.09784
                   1,             0.08027,            0.020699,                   0,            0.042338,             0.36496,            0.034276,           0.0061452,            0.051525,            0.015596,                   0,          0.00048999,          0.00048999,             0.09559
                   2,            0.067031,            0.022509,                   0,             0.24704,             0.54015,             0.20405,            0.060262,            0.040482,            0.016183,                   0,          0.00073996,          0.00073996,             0.09334
                   3,             0.05666,            0.021828,                   0,             0.80151,             0.63504,             0.75753,             0.32979,            0.035661,            0.013843,                   0,          0.00098989,          0.00098989,             0.09109
                   4,            0.051068,            0.019157,                   0,             0.65752,             0.72871,             0.61511,             0.16295,            0.039171,            0.011496,                   0,           0.0012398,           0.0012398,             0.08884
                   5,            0.047518,            0.017048,                   0,             0.62656,             0.64909,             0.65646,             0.22062,            0.035234,           0.0099401,                   0,           0.0014895,           0.0014895,             0.08659
                   6,            0.044806,            0.014885,                   0,             0.74151,             0.81752,             0.85733,             0.42017,            0.027837,           0.0088757,                   0,           0.0017392,           0.0017392,            0.084339
                   7,            0.041959,            0.014048,                   0,             0.76678,             0.81752,             0.86837,             0.55788,            0.027426,           0.0077763,                   0,           0.0019888,           0.0019888,            0.082089
                   8,             0.04053,            0.013083,                   0,             0.62299,             0.89781,             0.77936,             0.34555,            0.028242,           0.0071735,                   0,           0.0022382,           0.0022382,            0.079838
                   9,            0.038173,              0.0121,                   0,             0.68037,              0.9635,             0.85694,             0.46492,            0.030455,           0.0068204,                   0,           0.0024875,           0.0024875,            0.077588
                  10,            0.036777,            0.011491,                   0,             0.92464,             0.98522,             0.95999,             0.45165,            0.026344,           0.0063922,                   0,           0.0027366,           0.0027366,            0.075337
                  11,            0.035907,            0.010922,                   0,              0.9315,              0.9926,             0.97451,             0.47657,            0.026518,           0.0058887,                   0,           0.0029855,           0.0029855,            0.073086
                  12,            0.034293,            0.010473,                   0,             0.63529,             0.89003,             0.77138,             0.31539,            0.037128,           0.0056751,                   0,           0.0032342,           0.0032342,            0.070834
                  13,            0.034509,           0.0099135,                   0,             0.84457,             0.91221,             0.94073,             0.65266,            0.022125,           0.0054973,                   0,           0.0034827,           0.0034827,            0.068583
                  14,            0.032446,           0.0095746,                   0,               0.958,                   1,             0.97968,             0.67897,            0.021873,           0.0053888,                   0,            0.003731,            0.003731,            0.066331
                  15,            0.032423,           0.0093772,                   0,             0.97154,                   1,             0.98118,             0.64404,            0.020443,           0.0050684,                   0,           0.0039789,           0.0039789,            0.064079
                  16,            0.030997,           0.0090237,                   0,             0.95771,              0.9927,             0.98626,             0.68839,            0.020288,           0.0050264,                   0,           0.0042266,           0.0042266,            0.061827
                  17,             0.02965,           0.0089588,                   0,             0.91284,             0.91971,             0.97112,             0.70923,            0.021952,           0.0048704,                   0,            0.004474,            0.004474,            0.059574
                  18,            0.029583,           0.0085398,                   0,             0.96454,             0.99267,             0.98415,             0.64873,             0.02054,           0.0046674,                   0,           0.0047211,           0.0047211,            0.057321
                  19,             0.02918,           0.0085512,                   0,             0.96475,                   1,              0.9863,             0.72572,            0.018467,           0.0045621,                   0,           0.0049678,           0.0049678,            0.055068
                  20,            0.037293,           0.0092812,                   0,             0.97058,             0.96311,             0.98771,             0.63474,            0.023008,           0.0048141,                   0,           0.0052142,           0.0052142,            0.052814
                  21,            0.035231,           0.0088176,                   0,             0.94962,              0.9708,             0.98399,             0.69255,            0.021155,           0.0047701,                   0,           0.0054602,           0.0054602,             0.05056
                  22,             0.03371,           0.0087803,                   0,             0.96474,                   1,             0.99104,             0.61954,            0.021472,           0.0047888,                   0,           0.0057058,           0.0057058,            0.048306
                  23,            0.032997,           0.0087491,                   0,             0.96476,                   1,             0.99134,             0.72812,            0.020137,            0.004586,                   0,            0.005951,            0.005951,            0.046051
                  24,            0.032827,           0.0083426,                   0,             0.98551,             0.99269,             0.98396,             0.51875,             0.02544,           0.0046515,                   0,           0.0061958,           0.0061958,            0.043796
                  25,            0.031895,           0.0086264,                   0,              0.9705,              0.9927,             0.99287,             0.78143,            0.015481,           0.0046085,                   0,           0.0064401,           0.0064401,             0.04154
                  26,             0.03048,           0.0076406,                   0,             0.97163,             0.99989,             0.98651,             0.71486,             0.01771,           0.0043556,                   0,            0.006684,            0.006684,            0.039284
                  27,            0.029138,           0.0076874,                   0,             0.95139,             0.99993,             0.98954,             0.70557,            0.019801,           0.0043544,                   0,           0.0069274,           0.0069274,            0.037027
                  28,            0.029436,           0.0075705,                   0,             0.97841,             0.99256,             0.98426,             0.65472,            0.018473,           0.0042993,                   0,           0.0071703,           0.0071703,             0.03477
                  29,            0.028586,           0.0073822,                   0,             0.96475,                   1,             0.98968,             0.73292,            0.015559,           0.0040228,                   0,           0.0074126,           0.0074126,            0.032513
                  30,            0.030007,           0.0078209,                   0,             0.97162,                   1,             0.99169,             0.57622,            0.020033,            0.004277,                   0,           0.0076545,           0.0076545,            0.030254
                  31,            0.029555,           0.0076338,                   0,             0.97857,             0.99991,              0.9871,             0.74393,            0.017296,           0.0041123,                   0,           0.0078957,           0.0078957,            0.027996
                  32,             0.02596,           0.0073448,                   0,             0.97163,                   1,             0.99032,             0.77573,            0.015664,           0.0039055,                   0,           0.0081365,           0.0081365,            0.025736
                  33,            0.027326,            0.007616,                   0,             0.97145,                   1,             0.99077,             0.77021,             0.01604,           0.0042003,                   0,           0.0083766,           0.0083766,            0.023477
                  34,            0.026629,           0.0075279,                   0,             0.96478,                   1,             0.98629,             0.73781,            0.015981,           0.0042897,                   0,           0.0086161,           0.0086161,            0.021216
                  35,            0.026274,           0.0071846,                   0,             0.98561,             0.99997,             0.98457,             0.75575,            0.013806,           0.0043291,                   0,            0.008855,            0.008855,            0.018955
                  36,            0.025363,           0.0070446,                   0,             0.97159,                   1,             0.99365,             0.68303,            0.017017,           0.0042479,                   0,           0.0090932,           0.0090932,            0.016693
                  37,            0.025185,           0.0073307,                   0,              0.9716,                   1,             0.98858,             0.74595,            0.014773,           0.0040755,                   0,           0.0093308,           0.0093308,            0.014431
                  38,            0.024759,           0.0075026,                   0,             0.97163,             0.99996,             0.98366,             0.74245,            0.014082,           0.0038903,                   0,           0.0095678,           0.0095678,            0.012168
                  39,            0.023987,           0.0068909,                   0,             0.97158,                   1,             0.98822,             0.73702,            0.019559,           0.0040484,                   0,            0.009804,            0.009804,            0.009904
                  40,              0.0243,           0.0068844,                   0,             0.99269,             0.99162,             0.99279,             0.77569,            0.015154,           0.0038265,                   0,           0.0098042,           0.0098042,           0.0098042
                  41,            0.024912,           0.0068592,                   0,             0.97857,             0.99993,             0.99065,             0.74144,             0.01583,           0.0040816,                   0,           0.0098042,           0.0098042,           0.0098042
