               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.022252,            0.013859,                   0,             0.93746,                   1,             0.98648,              0.8706,           0.0099304,           0.0051184,                   0,           0.0011582,           0.0011582,            0.085658
                  39,            0.028166,            0.012905,                   0,             0.96773,             0.99968,             0.99405,             0.90385,           0.0062203,            0.005001,                   0,           0.0011694,           0.0011694,            0.085269
                  40,            0.022298,            0.012913,                   0,                   1,             0.99995,             0.99502,             0.74674,           0.0066197,           0.0053442,                   0,           0.0011795,           0.0011795,            0.084879
                  41,            0.024576,            0.013563,                   0,             0.99982,             0.96667,             0.99315,             0.45208,            0.013104,           0.0049703,                   0,           0.0011884,           0.0011884,            0.084488
                  42,            0.027167,            0.012563,                   0,             0.99977,             0.96667,             0.99315,             0.57146,            0.012417,           0.0044277,                   0,           0.0011961,           0.0011961,            0.084096
                  43,            0.020154,            0.012976,                   0,             0.92853,             0.86619,             0.95497,             0.94198,            0.013734,           0.0049839,                   0,           0.0012027,           0.0012027,            0.083703
                  44,            0.019907,            0.012932,                   0,                   1,             0.99954,             0.99503,             0.43672,            0.013467,           0.0048034,                   0,           0.0012082,           0.0012082,            0.083308
                  45,            0.026099,            0.012679,                   0,             0.99998,                   1,             0.99503,             0.74352,            0.013462,             0.00468,                   0,           0.0012125,           0.0012125,            0.082913
                  46,            0.019554,            0.011853,                   0,             0.99992,                   1,             0.99503,             0.89372,           0.0081671,           0.0044082,                   0,           0.0012157,           0.0012157,            0.082516
                  47,            0.020472,            0.012191,                   0,             0.99994,                   1,             0.99503,              0.8442,           0.0059611,           0.0040799,                   0,           0.0012179,           0.0012179,            0.082118
                  48,            0.020043,            0.012073,                   0,             0.99997,                   1,             0.99503,             0.79005,           0.0067791,           0.0040881,                   0,            0.001219,            0.001219,            0.081719
                  49,            0.019727,             0.01219,                   0,                   1,             0.99992,             0.99503,             0.85023,           0.0064473,           0.0040443,                   0,            0.001219,            0.001219,            0.081319
                  50,             0.01902,            0.011463,                   0,             0.99972,             0.96667,             0.98936,             0.29695,            0.017677,           0.0041238,                   0,            0.001218,            0.001218,            0.080918
                  51,            0.019609,             0.01217,                   0,             0.99997,                   1,             0.99503,             0.99503,            0.011524,           0.0039302,                   0,            0.001216,            0.001216,            0.080516
                  52,            0.019331,             0.01153,                   0,             0.99997,             0.96667,             0.99316,              0.5954,            0.010115,            0.004258,                   0,            0.001213,            0.001213,            0.080113
                  53,            0.020145,            0.010865,                   0,                   1,                   1,             0.99504,             0.99127,           0.0084701,           0.0040623,                   0,           0.0012091,           0.0012091,            0.079709
